pathogen,Fold,Label,Prob,Preds
Orthopoxvirus,1,0,0.3751042,0
Orthopoxvirus,1,0,0.34519947,0
Orthopoxvirus,1,0,0.31509927,0
Orthopoxvirus,1,0,0.28600496,0
Orthopoxvirus,1,0,0.31850702,0
Orthopoxvirus,1,0,0.35009548,0
Orthopoxvirus,1,0,0.36509684,0
Orthopoxvirus,1,0,0.35220635,0
Orthopoxvirus,1,0,0.35220635,0
Orthopoxvirus,1,0,0.34925213,0
Orthopoxvirus,1,0,0.34925213,0
Orthopoxvirus,1,0,0.34242517,0
Orthopoxvirus,1,0,0.34242517,0
Orthopoxvirus,1,0,0.30344287,0
Orthopoxvirus,1,0,0.31178352,0
Orthopoxvirus,1,0,0.3000348,0
Orthopoxvirus,1,0,0.2646015,0
Orthopoxvirus,1,0,0.24821292,0
Orthopoxvirus,1,0,0.2584099,0
Orthopoxvirus,1,0,0.24494432,0
Orthopoxvirus,1,0,0.24494432,0
Orthopoxvirus,1,0,0.23761456,0
Orthopoxvirus,1,0,0.23182933,0
Orthopoxvirus,1,0,0.2279501,0
Orthopoxvirus,1,0,0.20369586,0
Orthopoxvirus,1,0,0.17149675,0
Orthopoxvirus,1,1,0.48305324,0
Orthopoxvirus,1,1,0.4765139,0
Orthopoxvirus,1,1,0.40079126,0
Orthopoxvirus,1,1,0.46911016,0
Orthopoxvirus,1,1,0.5203654,1
Orthopoxvirus,1,1,0.49956048,0
Orthopoxvirus,1,1,0.52283794,1
Orthopoxvirus,1,1,0.5117214,1
Orthopoxvirus,1,1,0.49599662,0
Orthopoxvirus,1,1,0.4445789,0
Orthopoxvirus,1,1,0.47258237,0
Orthopoxvirus,1,1,0.47258237,0
Orthopoxvirus,1,1,0.3733789,0
Orthopoxvirus,1,1,0.3493619,0
Orthopoxvirus,1,1,0.49449176,0
Orthopoxvirus,1,1,0.5019603,1
Orthopoxvirus,1,1,0.4187867,0
Orthopoxvirus,1,1,0.46007344,0
Orthopoxvirus,1,1,0.48499298,0
Orthopoxvirus,1,1,0.44074982,0
Orthopoxvirus,1,1,0.4533201,0
Orthopoxvirus,1,1,0.4533201,0
Orthopoxvirus,1,1,0.5008588,1
Orthopoxvirus,1,1,0.45323718,0
Orthopoxvirus,1,1,0.41670585,0
Orthopoxvirus,1,1,0.41885847,0
Orthopoxvirus,1,1,0.38759017,0
Orthopoxvirus,1,1,0.3698164,0
Orthopoxvirus,1,1,0.3434318,0
Orthopoxvirus,1,1,0.37442842,0
Orthopoxvirus,1,1,0.37324536,0
Orthopoxvirus,1,1,0.37324536,0
Orthopoxvirus,1,1,0.31457734,0
Orthopoxvirus,1,1,0.31457734,0
Orthopoxvirus,1,1,0.35674295,0
Orthopoxvirus,1,1,0.44380358,0
Orthopoxvirus,1,1,0.40456432,0
Orthopoxvirus,1,1,0.38545352,0
Orthopoxvirus,1,1,0.3219331,0
Orthopoxvirus,1,1,0.3171226,0
Orthopoxvirus,1,1,0.32308304,0
Orthopoxvirus,1,1,0.30984876,0
Orthopoxvirus,1,1,0.48592559,0
Orthopoxvirus,1,1,0.46009144,0
Orthopoxvirus,1,1,0.41711903,0
Orthopoxvirus,1,1,0.41720656,0
Orthopoxvirus,1,1,0.44044378,0
Orthopoxvirus,1,1,0.38970223,0
Orthopoxvirus,1,1,0.41468287,0
Orthopoxvirus,1,1,0.42165843,0
Orthopoxvirus,1,1,0.42624563,0
Orthopoxvirus,1,1,0.36868024,0
Orthopoxvirus,1,1,0.30510345,0
Orthopoxvirus,1,1,0.281976,0
Orthopoxvirus,1,1,0.23446852,0
Orthopoxvirus,1,1,0.23446852,0
Orthopoxvirus,1,1,0.20329227,0
Orthopoxvirus,1,1,0.20728509,0
Orthopoxvirus,1,1,0.20728509,0
Orthopoxvirus,1,1,0.16319107,0
Orthopoxvirus,1,1,0.15377104,0
Orthopoxvirus,1,1,0.153047,0
Orthopoxvirus,1,1,0.15964127,0
Orthopoxvirus,1,1,0.16009817,0
Orthopoxvirus,1,1,0.14581317,0
Orthopoxvirus,1,1,0.14581317,0
Orthopoxvirus,1,1,0.19285025,0
Orthopoxvirus,1,1,0.20918645,0
Orthopoxvirus,1,1,0.54063624,1
Orthopoxvirus,1,1,0.53293586,1
Orthopoxvirus,1,1,0.49365804,0
Orthopoxvirus,1,1,0.5036877,1
Orthopoxvirus,1,1,0.48243052,0
Orthopoxvirus,1,1,0.4719609,0
Orthopoxvirus,1,1,0.4931994,0
Orthopoxvirus,1,1,0.5155918,1
Orthopoxvirus,1,1,0.5370036,1
Orthopoxvirus,1,1,0.26545072,0
Orthopoxvirus,1,1,0.28776118,0
Orthopoxvirus,1,1,0.346441,0
Orthopoxvirus,1,1,0.4095517,0
Orthopoxvirus,1,1,0.4172687,0
Orthopoxvirus,1,1,0.39271256,0
Orthopoxvirus,1,1,0.4390864,0
Orthopoxvirus,1,1,0.5085466,1
Orthopoxvirus,1,1,0.5085466,1
Orthopoxvirus,1,1,0.5055457,1
Orthopoxvirus,1,1,0.5338709,1
Orthopoxvirus,1,1,0.50970566,1
Orthopoxvirus,1,1,0.39978302,0
Orthopoxvirus,1,1,0.43588087,0
Orthopoxvirus,1,1,0.5069259,1
Orthopoxvirus,1,1,0.48467404,0
Orthopoxvirus,1,1,0.47930443,0
Orthopoxvirus,1,1,0.40485242,0
Orthopoxvirus,1,1,0.3784403,0
Orthopoxvirus,1,1,0.37172392,0
Orthopoxvirus,1,1,0.3591861,0
Orthopoxvirus,1,1,0.36712503,0
Orthopoxvirus,1,1,0.37112427,0
Orthopoxvirus,1,1,0.40594542,0
Orthopoxvirus,1,1,0.37579226,0
Orthopoxvirus,1,1,0.305226,0
Orthopoxvirus,1,1,0.3517335,0
Orthopoxvirus,1,1,0.20114014,0
Orthopoxvirus,1,1,0.24318652,0
Orthopoxvirus,1,1,0.27838263,0
Orthopoxvirus,1,1,0.28272474,0
Orthopoxvirus,1,1,0.32409388,0
Orthopoxvirus,1,1,0.38128006,0
Orthopoxvirus,1,1,0.41298047,0
Orthopoxvirus,1,1,0.49051267,0
Orthopoxvirus,1,1,0.50581825,1
Orthopoxvirus,1,1,0.65554345,1
Orthopoxvirus,1,1,0.64453006,1
Orthopoxvirus,1,1,0.6341259,1
Orthopoxvirus,1,1,0.6933697,1
Orthopoxvirus,1,1,0.62963605,1
Orthopoxvirus,1,1,0.58611727,1
Orthopoxvirus,1,1,0.5960987,1
Orthopoxvirus,1,1,0.59617704,1
Orthopoxvirus,1,1,0.5578048,1
Orthopoxvirus,1,1,0.5578048,1
Orthopoxvirus,1,1,0.3824705,0
Orthopoxvirus,1,1,0.38119236,0
Orthopoxvirus,1,1,0.39305598,0
Orthopoxvirus,1,1,0.3336983,0
Orthopoxvirus,1,1,0.34598163,0
Orthopoxvirus,1,1,0.38479814,0
Orthopoxvirus,1,1,0.39835328,0
Orthopoxvirus,1,1,0.40145642,0
Orthopoxvirus,1,1,0.4895969,0
Orthopoxvirus,1,1,0.49264365,0
Orthopoxvirus,1,1,0.48939192,0
Orthopoxvirus,1,1,0.439654,0
Orthopoxvirus,1,1,0.38623667,0
Orthopoxvirus,1,1,0.38623667,0
Orthopoxvirus,1,1,0.3176257,0
Orthopoxvirus,1,1,0.31416932,0
Orthopoxvirus,1,0,0.37621728,0
Orthopoxvirus,1,0,0.3761336,0
Orthopoxvirus,1,0,0.44536838,0
Orthopoxvirus,1,0,0.44882023,0
Orthopoxvirus,1,0,0.38558757,0
Orthopoxvirus,1,0,0.33661774,0
Orthopoxvirus,1,0,0.35513243,0
Orthopoxvirus,1,0,0.3402955,0
Orthopoxvirus,1,0,0.3998835,0
Orthopoxvirus,1,0,0.35452506,0
Orthopoxvirus,1,0,0.28929266,0
Orthopoxvirus,1,0,0.3385799,0
Orthopoxvirus,1,0,0.33150703,0
Orthopoxvirus,1,0,0.26235515,0
Orthopoxvirus,1,0,0.19954742,0
Orthopoxvirus,1,0,0.1828682,0
Orthopoxvirus,1,0,0.17207809,0
Orthopoxvirus,1,0,0.20774017,0
Orthopoxvirus,1,0,0.20774017,0
Orthopoxvirus,1,0,0.24250844,0
Orthopoxvirus,1,0,0.2547464,0
Orthopoxvirus,1,0,0.23115642,0
Orthopoxvirus,1,0,0.23524302,0
Orthopoxvirus,1,0,0.28163418,0
Orthopoxvirus,1,0,0.32584557,0
Orthopoxvirus,1,0,0.3360097,0
Orthopoxvirus,1,0,0.28554273,0
Orthopoxvirus,1,0,0.29823545,0
Orthopoxvirus,1,0,0.30084887,0
Orthopoxvirus,1,0,0.30346718,0
Orthopoxvirus,1,0,0.308357,0
Orthopoxvirus,1,1,0.30015177,0
Orthopoxvirus,1,1,0.30500674,0
Orthopoxvirus,1,1,0.28465745,0
Orthopoxvirus,1,1,0.29334933,0
Orthopoxvirus,1,1,0.35922763,0
Orthopoxvirus,1,1,0.37478992,0
Orthopoxvirus,1,1,0.33520058,0
Orthopoxvirus,1,1,0.2271002,0
Orthopoxvirus,1,1,0.22016974,0
Orthopoxvirus,1,1,0.21595955,0
Orthopoxvirus,1,1,0.20462525,0
Orthopoxvirus,1,1,0.2441324,0
Orthopoxvirus,1,1,0.267626,0
Orthopoxvirus,1,1,0.30649737,0
Orthopoxvirus,1,1,0.3546417,0
Orthopoxvirus,1,1,0.39835328,0
Orthopoxvirus,1,1,0.40145642,0
Orthopoxvirus,1,1,0.4895969,0
Orthopoxvirus,1,1,0.49264365,0
Orthopoxvirus,1,1,0.48939192,0
Orthopoxvirus,1,1,0.439654,0
Orthopoxvirus,1,1,0.3756935,0
Orthopoxvirus,1,1,0.3592811,0
Orthopoxvirus,1,1,0.29397264,0
Orthopoxvirus,1,1,0.20672564,0
Orthopoxvirus,1,1,0.18135679,0
Orthopoxvirus,1,1,0.14619058,0
Orthopoxvirus,1,1,0.12348821,0
Orthopoxvirus,1,1,0.12967819,0
Orthopoxvirus,1,1,0.16334376,0
Orthopoxvirus,1,1,0.17906249,0
Orthopoxvirus,1,1,0.4194738,0
Orthopoxvirus,1,1,0.4194738,0
Orthopoxvirus,1,1,0.489251,0
Orthopoxvirus,1,1,0.4816356,0
Orthopoxvirus,1,1,0.5118415,1
Orthopoxvirus,1,1,0.4724826,0
Orthopoxvirus,1,1,0.49636036,0
Orthopoxvirus,1,1,0.5074212,1
Orthopoxvirus,1,0,0.36260083,0
Orthopoxvirus,1,0,0.36260083,0
Orthopoxvirus,1,0,0.39588127,0
Orthopoxvirus,1,0,0.3735091,0
Orthopoxvirus,1,0,0.32665542,0
Orthopoxvirus,1,0,0.32752526,0
Orthopoxvirus,1,0,0.32394326,0
Orthopoxvirus,1,0,0.3130866,0
Orthopoxvirus,1,0,0.35974145,0
Orthopoxvirus,1,0,0.31995893,0
Orthopoxvirus,1,0,0.26343882,0
Orthopoxvirus,1,0,0.28369457,0
Orthopoxvirus,1,0,0.2710407,0
Orthopoxvirus,1,0,0.25289208,0
Orthopoxvirus,1,0,0.27219465,0
Orthopoxvirus,1,0,0.30138704,0
Orthopoxvirus,1,0,0.27911296,0
Orthopoxvirus,1,0,0.32734326,0
Orthopoxvirus,1,0,0.363522,0
Orthopoxvirus,1,0,0.3995533,0
Orthopoxvirus,1,0,0.21274623,0
Orthopoxvirus,1,0,0.21555847,0
Orthopoxvirus,1,0,0.25132233,0
Orthopoxvirus,1,0,0.25132233,0
Orthopoxvirus,1,0,0.23196141,0
Orthopoxvirus,1,0,0.22923574,0
Orthopoxvirus,1,0,0.21041192,0
Orthopoxvirus,1,0,0.21040516,0
Orthopoxvirus,1,0,0.21473864,0
Orthopoxvirus,1,0,0.24785851,0
Orthopoxvirus,1,1,0.31667462,0
Orthopoxvirus,1,1,0.391633,0
Orthopoxvirus,1,1,0.33749244,0
Orthopoxvirus,1,1,0.38712847,0
Orthopoxvirus,1,1,0.33028224,0
Orthopoxvirus,1,1,0.30908522,0
Orthopoxvirus,1,1,0.28948957,0
Orthopoxvirus,1,1,0.26075798,0
Orthopoxvirus,1,1,0.23196132,0
Orthopoxvirus,1,1,0.23196132,0
Orthopoxvirus,1,1,0.21053138,0
Orthopoxvirus,1,1,0.2705669,0
Orthopoxvirus,1,1,0.31206644,0
Orthopoxvirus,1,0,0.34042,0
Orthopoxvirus,1,0,0.3364803,0
Orthopoxvirus,1,0,0.34084156,0
Orthopoxvirus,1,0,0.34203145,0
Orthopoxvirus,1,0,0.35207734,0
Orthopoxvirus,1,0,0.33332002,0
Orthopoxvirus,1,1,0.4076271,0
Orthopoxvirus,1,1,0.457785,0
Orthopoxvirus,1,1,0.38363615,0
Orthopoxvirus,1,1,0.33645293,0
Orthopoxvirus,1,1,0.3108056,0
Orthopoxvirus,1,1,0.33319464,0
Orthopoxvirus,1,1,0.33842903,0
Orthopoxvirus,1,1,0.33842903,0
Orthopoxvirus,1,1,0.3211632,0
Orthopoxvirus,1,1,0.2764747,0
Orthopoxvirus,1,1,0.3211632,0
Orthopoxvirus,1,1,0.39984354,0
Orthopoxvirus,1,1,0.41518754,0
Orthopoxvirus,1,1,0.44275331,0
Orthopoxvirus,1,1,0.45887485,0
Orthopoxvirus,1,1,0.44454938,0
Orthopoxvirus,1,1,0.44454938,0
Orthopoxvirus,1,1,0.44454938,0
Orthopoxvirus,1,1,0.40584376,0
Orthopoxvirus,1,1,0.2271002,0
Orthopoxvirus,1,1,0.22016974,0
Orthopoxvirus,1,1,0.21899259,0
Orthopoxvirus,1,1,0.2516892,0
Orthopoxvirus,1,1,0.29671803,0
Orthopoxvirus,1,1,0.32663167,0
Orthopoxvirus,1,1,0.3843026,0
Orthopoxvirus,1,1,0.3824705,0
Orthopoxvirus,1,1,0.38119236,0
Orthopoxvirus,1,1,0.39305598,0
Orthopoxvirus,1,1,0.3336983,0
Orthopoxvirus,1,1,0.34598163,0
Orthopoxvirus,1,1,0.38479814,0
Orthopoxvirus,1,1,0.39835328,0
Orthopoxvirus,1,1,0.40145642,0
Orthopoxvirus,1,1,0.4895969,0
Orthopoxvirus,1,1,0.49264365,0
Orthopoxvirus,1,1,0.48939192,0
Orthopoxvirus,1,1,0.439654,0
Orthopoxvirus,1,1,0.38623667,0
Orthopoxvirus,1,1,0.35452506,0
Orthopoxvirus,1,1,0.28929266,0
Orthopoxvirus,1,1,0.3385799,0
Orthopoxvirus,1,1,0.33150703,0
Orthopoxvirus,1,1,0.26235515,0
Orthopoxvirus,1,1,0.19954742,0
Orthopoxvirus,1,1,0.1828682,0
Orthopoxvirus,1,1,0.17207809,0
Orthopoxvirus,1,1,0.20774017,0
Orthopoxvirus,1,1,0.20774017,0
Orthopoxvirus,1,1,0.24250844,0
Orthopoxvirus,1,1,0.2547464,0
Orthopoxvirus,1,1,0.23115642,0
Orthopoxvirus,1,1,0.23524302,0
Orthopoxvirus,1,1,0.28163418,0
Orthopoxvirus,1,1,0.32584557,0
Orthopoxvirus,1,1,0.3360097,0
Orthopoxvirus,1,1,0.28554273,0
Orthopoxvirus,1,1,0.29823545,0
Orthopoxvirus,1,1,0.30084887,0
Orthopoxvirus,1,1,0.30346718,0
Orthopoxvirus,1,1,0.19009937,0
Orthopoxvirus,1,1,0.24143873,0
Orthopoxvirus,1,1,0.24143873,0
Orthopoxvirus,1,1,0.2666951,0
Orthopoxvirus,1,1,0.294034,0
Orthopoxvirus,1,1,0.30375227,0
Orthopoxvirus,1,1,0.34139207,0
Orthopoxvirus,1,1,0.34117734,0
Orthopoxvirus,1,1,0.38409954,0
Orthopoxvirus,1,1,0.39493304,0
Orthopoxvirus,1,1,0.47647464,0
Orthopoxvirus,1,1,0.498844,0
Orthopoxvirus,1,1,0.5493143,1
Orthopoxvirus,1,1,0.5220976,1
Orthopoxvirus,1,1,0.48972976,0
Orthopoxvirus,1,1,0.48972976,0
Orthopoxvirus,1,1,0.4511833,0
Orthopoxvirus,1,1,0.49333602,0
Orthopoxvirus,1,1,0.45117655,0
Orthopoxvirus,1,1,0.4551493,0
Orthopoxvirus,1,1,0.498711,0
Orthopoxvirus,1,1,0.50552106,1
Orthopoxvirus,1,1,0.5683815,1
Orthopoxvirus,1,1,0.36382854,0
Orthopoxvirus,1,1,0.34891745,0
Orthopoxvirus,1,1,0.39059705,0
Orthopoxvirus,1,1,0.35665002,0
Orthopoxvirus,1,1,0.35948217,0
Orthopoxvirus,1,1,0.38935393,0
Orthopoxvirus,1,1,0.41587326,0
Orthopoxvirus,1,1,0.33225104,0
Orthopoxvirus,1,1,0.35702553,0
Orthopoxvirus,1,1,0.35460603,0
Orthopoxvirus,1,1,0.38010684,0
Orthopoxvirus,1,1,0.36602005,0
Orthopoxvirus,1,1,0.33127332,0
Orthopoxvirus,1,1,0.34968284,0
Orthopoxvirus,1,1,0.30932766,0
Orthopoxvirus,1,1,0.33978945,0
Orthopoxvirus,1,1,0.39487952,0
Orthopoxvirus,1,1,0.41867727,0
Orthopoxvirus,1,1,0.3592621,0
Orthopoxvirus,1,1,0.33473983,0
Orthopoxvirus,1,1,0.30522564,0
Orthopoxvirus,1,1,0.30573913,0
Orthopoxvirus,1,1,0.26850232,0
Orthopoxvirus,1,1,0.29060954,0
Orthopoxvirus,1,1,0.2790861,0
Orthopoxvirus,1,1,0.28361803,0
Orthopoxvirus,1,1,0.27193683,0
Orthopoxvirus,1,1,0.28800073,0
Orthopoxvirus,1,1,0.29075062,0
Orthopoxvirus,1,1,0.2655531,0
Orthopoxvirus,1,1,0.24273616,0
Orthopoxvirus,1,1,0.28705063,0
Orthopoxvirus,1,1,0.23784597,0
Orthopoxvirus,1,1,0.2381814,0
Orthopoxvirus,1,1,0.24225003,0
Orthopoxvirus,1,1,0.58102727,1
Orthopoxvirus,1,1,0.53069985,1
Orthopoxvirus,1,1,0.48385715,0
Orthopoxvirus,1,1,0.53728974,1
Orthopoxvirus,1,1,0.5106457,1
Orthopoxvirus,1,1,0.48547864,0
Orthopoxvirus,1,1,0.44004717,0
Orthopoxvirus,1,1,0.39299226,0
Orthopoxvirus,1,1,0.38584396,0
Orthopoxvirus,1,1,0.45225298,0
Orthopoxvirus,1,1,0.45670068,0
Orthopoxvirus,1,1,0.39279526,0
Orthopoxvirus,1,1,0.39581987,0
Orthopoxvirus,1,1,0.44008827,0
Orthopoxvirus,1,1,0.39037496,0
Orthopoxvirus,1,1,0.41157967,0
Orthopoxvirus,1,1,0.36947516,0
Orthopoxvirus,1,1,0.3392988,0
Orthopoxvirus,1,1,0.3304215,0
Orthopoxvirus,1,1,0.32288095,0
Orthopoxvirus,1,1,0.7715394,1
Orthopoxvirus,1,1,0.7715394,1
Orthopoxvirus,1,1,0.80152994,1
Orthopoxvirus,1,1,0.7749272,1
Orthopoxvirus,1,1,0.74358284,1
Orthopoxvirus,1,1,0.6821952,1
Orthopoxvirus,1,1,0.63764954,1
Orthopoxvirus,1,1,0.62771356,1
Orthopoxvirus,1,1,0.59415936,1
Orthopoxvirus,1,1,0.5170262,1
Orthopoxvirus,1,1,0.45351782,0
Orthopoxvirus,1,1,0.3824705,0
Orthopoxvirus,1,1,0.38119236,0
Orthopoxvirus,1,1,0.39305598,0
Orthopoxvirus,1,1,0.3336983,0
Orthopoxvirus,1,1,0.34598163,0
Orthopoxvirus,1,1,0.38479814,0
Orthopoxvirus,1,1,0.39835328,0
Orthopoxvirus,1,1,0.40145642,0
Orthopoxvirus,1,1,0.4895969,0
Orthopoxvirus,1,1,0.49264365,0
Orthopoxvirus,1,1,0.48939192,0
Orthopoxvirus,1,1,0.439654,0
Orthopoxvirus,1,1,0.38623667,0
Orthopoxvirus,1,1,0.38623667,0
Orthopoxvirus,1,1,0.3176257,0
Orthopoxvirus,1,1,0.31416932,0
Orthopoxvirus,1,1,0.37621728,0
Orthopoxvirus,1,1,0.3761336,0
Orthopoxvirus,1,1,0.44536838,0
Orthopoxvirus,1,1,0.44882023,0
Orthopoxvirus,1,1,0.12967819,0
Orthopoxvirus,1,1,0.16334376,0
Orthopoxvirus,1,1,0.17906249,0
Orthopoxvirus,1,1,0.19009937,0
Orthopoxvirus,1,1,0.24143873,0
Orthopoxvirus,1,1,0.24143873,0
Orthopoxvirus,1,1,0.2666951,0
Orthopoxvirus,1,1,0.294034,0
Orthopoxvirus,1,1,0.30375227,0
Orthopoxvirus,1,1,0.34139207,0
Orthopoxvirus,1,1,0.34117734,0
Orthopoxvirus,1,1,0.38409954,0
Orthopoxvirus,1,1,0.5493143,1
Orthopoxvirus,1,1,0.5220976,1
Orthopoxvirus,1,1,0.48972976,0
Orthopoxvirus,1,1,0.48972976,0
Orthopoxvirus,1,1,0.4511833,0
Orthopoxvirus,1,1,0.49333602,0
Orthopoxvirus,1,1,0.45117655,0
Orthopoxvirus,1,1,0.4551493,0
Orthopoxvirus,1,1,0.498711,0
Orthopoxvirus,1,1,0.50552106,1
Orthopoxvirus,1,1,0.5683815,1
Orthopoxvirus,1,0,0.23771892,0
Orthopoxvirus,1,0,0.21544819,0
Orthopoxvirus,1,0,0.20611295,0
Orthopoxvirus,1,0,0.20604703,0
Orthopoxvirus,1,0,0.21702322,0
Orthopoxvirus,1,0,0.2241392,0
Orthopoxvirus,1,0,0.28907663,0
Orthopoxvirus,2,1,0.648727,1
Orthopoxvirus,2,1,0.6871479,1
Orthopoxvirus,2,1,0.67304724,1
Orthopoxvirus,2,1,0.74261165,1
Orthopoxvirus,2,1,0.69311935,1
Orthopoxvirus,2,1,0.6000952,1
Orthopoxvirus,2,1,0.59531814,1
Orthopoxvirus,2,1,0.42410278,0
Orthopoxvirus,2,1,0.41722408,0
Orthopoxvirus,2,1,0.44294816,0
Orthopoxvirus,2,1,0.45196256,0
Orthopoxvirus,2,1,0.50743586,1
Orthopoxvirus,2,1,0.60826683,1
Orthopoxvirus,2,1,0.6103564,1
Orthopoxvirus,2,1,0.71641785,1
Orthopoxvirus,2,1,0.7452862,1
Orthopoxvirus,2,1,0.73110294,1
Orthopoxvirus,2,1,0.64638853,1
Orthopoxvirus,2,1,0.6821863,1
Orthopoxvirus,2,1,0.6678609,1
Orthopoxvirus,2,1,0.624063,1
Orthopoxvirus,2,1,0.70885223,1
Orthopoxvirus,2,1,0.72670496,1
Orthopoxvirus,2,1,0.7276722,1
Orthopoxvirus,2,1,0.7402999,1
Orthopoxvirus,2,1,0.80599815,1
Orthopoxvirus,2,1,0.85744965,1
Orthopoxvirus,2,1,0.8971786,1
Orthopoxvirus,2,1,0.8971786,1
Orthopoxvirus,2,1,0.8971786,1
Orthopoxvirus,2,1,0.85744965,1
Orthopoxvirus,2,1,0.85679775,1
Orthopoxvirus,2,1,0.85162365,1
Orthopoxvirus,2,1,0.8096749,1
Orthopoxvirus,2,1,0.7827199,1
Orthopoxvirus,2,1,0.7102144,1
Orthopoxvirus,2,1,0.62536204,1
Orthopoxvirus,2,1,0.5956531,1
Orthopoxvirus,2,1,0.6478827,1
Orthopoxvirus,2,1,0.38966742,0
Orthopoxvirus,2,1,0.5061483,1
Orthopoxvirus,2,1,0.5709722,1
Orthopoxvirus,2,1,0.65297335,1
Orthopoxvirus,2,1,0.62345654,1
Orthopoxvirus,2,1,0.63403165,1
Orthopoxvirus,2,1,0.67274606,1
Orthopoxvirus,2,1,0.64716244,1
Orthopoxvirus,2,1,0.649857,1
Orthopoxvirus,2,1,0.6258916,1
Orthopoxvirus,2,1,0.41905525,0
Orthopoxvirus,2,1,0.41905525,0
